event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),campaign_name,start_date,end_date,product_name,category,city
f304a8,STMYS-1,CAMP_DIW_01,P04,290,25% OFF,204,157,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Mysuru
05d8e7,STMYS-1,CAMP_SAN_01,P12,62,50% OFF,45,71,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Mysuru
4cefe1,STMYS-1,CAMP_DIW_01,P12,62,50% OFF,127,185,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Mysuru
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Hyderabad
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Hyderabad
4e6a19,STHYD-3,CAMP_SAN_01,P07,300,BOGOF,45,121,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Hyderabad
3bc352,STHYD-3,CAMP_DIW_01,P07,300,BOGOF,54,170,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Hyderabad
0b51fe,STHYD-3,CAMP_SAN_01,P10,50,25% OFF,39,29,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Hyderabad
7a6449,STHYD-3,CAMP_DIW_01,P10,65,50% OFF,131,203,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Hyderabad
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Hyderabad
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Hyderabad
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad
79a95a,STHYD-3,CAMP_SAN_01,P15,3000,500 Cashback,121,200,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Hyderabad
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Hyderabad
6ee2af,STHYD-3,CAMP_SAN_01,P02,860,33% OFF,595,892,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Hyderabad
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Hyderabad
114087,STHYD-3,CAMP_SAN_01,P06,415,25% OFF,28,20,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Hyderabad
cf2a34,STHYD-3,CAMP_DIW_01,P06,415,25% OFF,106,81,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Hyderabad
546cc3,STHYD-3,CAMP_SAN_01,P01,172,33% OFF,312,483,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Hyderabad
df45ee,STHYD-3,CAMP_DIW_01,P01,172,33% OFF,309,534,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Hyderabad
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad
cf0a2a,STHYD-3,CAMP_DIW_01,P09,110,50% OFF,92,147,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad
108a63,STHYD-3,CAMP_SAN_01,P05,55,25% OFF,30,22,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Hyderabad
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Hyderabad
11578,STHYD-3,CAMP_SAN_01,P14,1020,BOGOF,87,236,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Hyderabad
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Hyderabad
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Hyderabad
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Hyderabad
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad
3b54c7,STHYD-3,CAMP_DIW_01,P04,290,25% OFF,367,297,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad
12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Hyderabad
5.88E+11,STHYD-3,CAMP_DIW_01,P12,62,50% OFF,112,178,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Hyderabad
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Madurai
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Madurai
f957f1,STMDU-1,CAMP_SAN_01,P10,50,25% OFF,22,18,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,50% OFF,94,120,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
6436da,STMDU-1,CAMP_SAN_01,P08,1190,BOGOF,30,118,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Madurai
a0d919,STMDU-1,CAMP_DIW_01,P08,1190,BOGOF,35,122,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Madurai
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
a42141,STMDU-1,CAMP_SAN_01,P15,3000,500 Cashback,85,195,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
5b357f,STMDU-1,CAMP_DIW_01,P15,3000,500 Cashback,322,985,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,33% OFF,308,455,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
eb5927,STMDU-1,CAMP_SAN_01,P06,415,25% OFF,21,17,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
5c8b9f,STMDU-1,CAMP_DIW_01,P01,172,33% OFF,187,289,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
9e82db,STMDU-1,CAMP_DIW_01,P05,55,25% OFF,92,79,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
1ba928,STMDU-1,CAMP_DIW_01,P04,290,25% OFF,255,219,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,50% OFF,25,28,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
cd0d8e,STMDU-2,CAMP_DIW_01,P11,190,50% OFF,66,77,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
df4373,STMDU-2,CAMP_SAN_01,P07,300,BOGOF,33,128,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Madurai
115760,STMDU-2,CAMP_DIW_01,P07,300,BOGOF,43,147,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Madurai
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Madurai
bb83e5,STMDU-2,CAMP_DIW_01,P08,1190,BOGOF,40,133,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Madurai
ce5851,STMDU-2,CAMP_SAN_01,P03,200,BOGOF,318,1265,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
6d24bc,STMDU-2,CAMP_DIW_01,P03,156,25% OFF,206,179,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
8b729b,STMDU-2,CAMP_SAN_01,P02,860,33% OFF,319,379,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
d1bfe5,STMDU-2,CAMP_DIW_01,P02,860,33% OFF,301,385,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
c198da,STMDU-2,CAMP_SAN_01,P06,415,25% OFF,19,15,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
3aaafb,STMDU-2,CAMP_DIW_01,P06,415,25% OFF,50,43,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
3164ea,STMDU-2,CAMP_SAN_01,P01,172,33% OFF,265,328,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
06749d,STMDU-2,CAMP_DIW_01,P09,110,50% OFF,47,54,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
345b49,STMDU-2,CAMP_SAN_01,P14,1020,BOGOF,76,300,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
d6ff76,STMDU-2,CAMP_DIW_01,P14,1020,BOGOF,28,96,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai
2e0f86,STMDU-2,CAMP_DIW_01,P12,62,50% OFF,71,80,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai
c22ead,STBLR-6,CAMP_SAN_01,P11,190,50% OFF,43,66,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Bengaluru
3a3e96,STBLR-6,CAMP_DIW_01,P07,300,BOGOF,68,263,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Bengaluru
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
29411f,STBLR-6,CAMP_SAN_01,P08,1190,BOGOF,69,303,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
aac58d,STBLR-6,CAMP_DIW_01,P08,1190,BOGOF,52,204,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
572031,STBLR-6,CAMP_SAN_01,P03,200,BOGOF,423,1734,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,500 Cashback,390,1318,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
dbaf92,STBLR-6,CAMP_SAN_01,P01,172,33% OFF,301,454,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
7a22bc,STBLR-6,CAMP_DIW_01,P01,172,33% OFF,283,492,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
d42636,STBLR-6,CAMP_SAN_01,P05,55,25% OFF,25,20,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
1091cf,STBLR-6,CAMP_DIW_01,P05,55,25% OFF,108,93,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
87be33,STBLR-6,CAMP_SAN_01,P13,350,BOGOF,120,516,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
9b5299,STBLR-6,CAMP_DIW_01,P04,290,25% OFF,360,320,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,50% OFF,66,71,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Madurai
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Madurai
cd4812,STMDU-3,CAMP_DIW_01,P07,300,BOGOF,47,162,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Madurai
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
b8f698,STMDU-3,CAMP_DIW_01,P10,65,50% OFF,68,76,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Madurai
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Madurai
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Madurai
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
b08c12,STMDU-3,CAMP_DIW_01,P03,156,25% OFF,227,202,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai
49706e,STMDU-3,CAMP_SAN_01,P15,3000,500 Cashback,120,274,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
b017e0,STMDU-3,CAMP_DIW_01,P02,860,33% OFF,276,345,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
380012,STMDU-3,CAMP_DIW_01,P06,415,25% OFF,56,50,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
9a1d69,STMDU-3,CAMP_DIW_01,P01,172,33% OFF,292,373,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai
e9c690,STMDU-3,CAMP_SAN_01,P09,90,25% OFF,45,38,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
1507,STMDU-3,CAMP_DIW_01,P09,110,50% OFF,57,61,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Madurai
62769f,STMDU-3,CAMP_SAN_01,P05,55,25% OFF,16,12,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Madurai
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
43feca,STMDU-3,CAMP_DIW_01,P13,350,BOGOF,56,184,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Madurai
